UID,Amazon Name,USDA Name,USDA Food ID,Match Confidence,Serving Size,Serving Unit,Calories,Protein (g),Carbs (g),Fat (g),Fiber (g),Sugar (g)
23570e0a,365 by Whole Foods Market White Sweet Corn,"365 EVERYDAY VALUE, TORTILLA CHIPS, WHITE CORN, WHITE CORN",1861061,0.5307692307692308,28.0,g,464.0,7.14,71.43,16.07,7.1,0.0
a66384fc,Amazon Brand - Happy Belly Tropical Fruit Mix,"HAPPY BELLY MIX, HAPPY BELLY",2548403,0.2222222222222222,30.0,GRM,533.0,10.0,53.33,40.0,6.7,23.33
943f77de,365 by Whole Foods Market Chopped Spinach,"Spinach, frozen, chopped or leaf, unprepared (Includes foods for USDA's Food Distribution Program)",169287,0.4111111111111111,1.0,undetermined,29.0,3.63,4.21,0.57,2.9,0.65
be869877,365 by Whole Foods Market Chopped Kale,"WHOLE FOODS MARKET, CHOPPED KALE SALAD",2069482,0.4444444444444444,100.0,g,150.0,5.0,11.0,11.0,2.0,2.0
5ca2bf48,365 by Whole Foods Market Organic Low Sodium Broth,"365 EVERYDAY VALUE, ORGANIC CHICKEN BROTH",2085734,0.55,240.0,ml,2.0,0.42,0.42,0.0,0.0,0.42
86f17eb0,Taylor Farms Classic Garden Salad,"TAYLOR FARMS, SOUTHWEST STYLE SALAD",2030573,0.55,284.0,g,176.0,4.58,11.62,12.32,2.1,2.82
ad5a9c62,Amazon Fresh Jasmine Long Grain Rice,LONG GRAIN JASMINE RICE,2395035,0.6666666666666666,45.0,g,356.0,6.67,80.0,0.0,0.0,0.0
0b93c2d8,Gatorlyte Rapid Rehydration Orange,RAPID REHYDRATION  ELECTROLYTE BEVERAGE,2530353,0.3333333333333333,591.0,MLT,8.0,0.0,2.37,0.0,0.0,2.03
e5956a8a,Morton McCormick Iodized Salt & Pepper,MORTON & BASSETT,402671,0.5857142857142856,0.16,g,0.0,0.0,0.0,0.0,0.0,0.0
a405d396,Amazon Fresh Multigrain Sandwich Bread,"MULTIGRAIN SANDWICH BREAD, MULTIGRAIN",2640763,0.3333333333333333,37.0,GRM,243.0,2.7,45.95,9.46,5.4,8.11
f7f02a8c,365 by Whole Foods Market Organic Chicken,"365 EVERYDAY VALUE, ORGANIC CHICKEN BROTH",2085734,0.6,240.0,ml,2.0,0.42,0.42,0.0,0.0,0.42
439fef44,Mixed Nuts,MIXED NUTS,2614310,1.0,30.0,GRM,633.0,16.67,16.67,60.0,10.0,3.33
77e26893,Beef Broth,BEEF BROTH,2076911,1.0,245.0,g,4.0,0.82,0.41,0.0,0.0,0.0
a2796722,Lindt EXCELLENCE 70% Dark Chocolate,"EXCELLENCE 70% COCOA PREMIUM DARK CHOCOLATE, EXCELLENCE",2629671,0.375,30.0,GRM,567.0,6.67,43.33,46.67,0.0,30.0
d63fc1fe,Lindt EXCELLENCE 90% Dark Chocolate,"LINDT, DARK CHOCOLATE",2049785,0.3333333333333333,40.0,g,500.0,5.0,55.0,30.0,2.5,52.5
15c761ed,Amazon Fresh Steamable Butternut Squash,ORGANIC STEAMABLE BUTTERNUT SQUASH,2429963,0.5,95.0,g,53.0,2.11,14.74,0.0,1.1,3.16
1399aaad,Goya Pinto Beans Dry,Pinto beans with meat,2707378,0.3333333333333333,,undetermined,186.0,10.7,21.1,6.9,7.2,0.38
3c8444ac,365 by Whole Foods Market Baby Spinach,"Spinach, baby",1999632,0.425,,,20.72851125,2.851875,2.406325,0.6188,1.558,0.0
cedc04c0,S.Pellegrino Sparkling Natural Mineral Water,NATURAL SPARKLING MINERAL WATER,1928522,0.8,240.0,ml,0.0,0.0,0.0,0.0,0.0,0.0
13db8aa5,Lindt Excellence Sea Salt Bar,NUTRITION BAR,482379,0.4666666666666667,47.0,g,415.0,21.28,61.7,9.57,6.4,23.4
167b3b1c,Amazon Brand - Happy Belly Protein Chewy Bars,"HAPPY BELLY MIX, HAPPY BELLY",2548403,0.5222222222222221,30.0,GRM,533.0,10.0,53.33,40.0,6.7,23.33
9242af9f,SAN PELLEGRINO Sparkling Mineral Water,San Pellegrino Sparkling Natural Mineral Water  Glass 25.3 oz - Singles,2702690,1.0,750.0,MLT,0.0,0.0,0.0,0.0,0.0,0.0
8a99fe9e,Amazon Brand - Happy Belly Protein Chewy Bars,"HAPPY BELLY MIX, HAPPY BELLY",2548403,0.5222222222222221,30.0,GRM,533.0,10.0,53.33,40.0,6.7,23.33
6fb7726a,Amazon Brand - Happy Belly Swiss Cheese Block,CHEESE,1943515,0.425,,,331.0,21.13,2.46,24.65,0.0,0.0
ac6d7627,Goya Adobo All Purpose Seasoning,"GOYA, ADOBO ALL PURPOSE SEASONING",1855959,0.6666666666666666,1.0,g,0.0,0.0,0.0,0.0,0.0,0.0
4df8d2cb,Amazon Fresh Small Curd Cottage Cheese,"COUNTRY FRESH, SMALL CURD COTTAGE CHEESE",2503401,0.8,113.0,MG,106.0,10.62,4.42,4.42,0.0,3.54
b7f54156,Fresh Celery,Celery juice,2709811,0.3333333333333333,,undetermined,17.0,0.49,3.32,0.16,1.6,1.34
77488592,Maruchan Ramen Noodles Chicken Flavor,CHICKEN,2038064,0.5,56.0,g,107.0,21.43,0.0,1.79,0.0,0.0
79dfe247,Amazon Fresh Brand Original Unsweetened Almond Milk,"Almond milk, unsweetened",2705409,0.9,,undetermined,15.0,0.55,0.34,1.22,0.0,0.0
bf2a6026,Amazon Brand - Happy Belly Chopped Spinach,"Spinach, frozen, chopped or leaf, cooked, boiled, drained, with salt",170124,0.3625,0.5,undetermined,34.0,4.01,4.8,0.87,3.7,0.51
78e26c2a,Amazon Brand - Happy Belly Frozen Edamame,"ORGANIC HAPPY BELLY WITH PROBIOTICS JUICE, HAPPY BELLY",2399570,0.4818181818181818,355.0,ml,25.0,0.0,6.76,0.0,0.0,3.94
d3525ca6,Amazon Fresh Chili Sauce,"FRESH BLENDS, ACAI AMAZON BERRY 100% FRUIT JUICE, ACAI AMAZON BERRY",2143744,0.5,240.0,ml,52.0,0.83,11.25,1.46,1.7,8.75
29a17fcd,Amazon Kitchen Peanut Butter & Chocolate Chip Cookie,Peanut butter,2707537,0.55,,undetermined,598.0,22.2,22.3,51.4,5.0,10.5
94391e25,Amazon Brand - Happy Belly Frozen Chopped Vegetables,"HAPPY BELLY MIX, HAPPY BELLY",2548403,0.2222222222222222,30.0,GRM,533.0,10.0,53.33,40.0,6.7,23.33
7622803a,365 by Whole Foods Market Organic Angel Hair Pasta,ORGANIC ANGEL HAIR PASTA,2428058,0.4444444444444444,100.0,g,270.0,11.0,55.0,2.5,10.0,0.0
e6399efa,Canada Dry Club Soda,"Beverages, carbonated, club soda",174842,0.6333333333333333,1.0,undetermined,0.0,0.0,0.0,0.0,0.0,0.0
df57e90d,Navel Orange,"NAVEL ORANGES, NAVEL",2414768,0.6333333333333333,154.0,g,52.0,0.65,12.34,0.0,1.9,9.09
bea02d01,365 by Whole Foods Market Organic Raisins,"365 EVERYDAY VALUE, SEEDLESS RAISINS",2052272,0.5,40.0,g,300.0,2.5,80.0,0.0,2.5,60.0
2bc374c7,StarKist Tuna Creations Lemon Pepper,"LEMON PEPPER TUNA CREATIONS, LEMON PEPPER",2439330,0.8,56.0,g,107.0,23.21,1.79,0.89,0.0,0.0
fb00c334,Amazon Brand - Happy Belly Frozen Cauliflower,"ORGANIC HAPPY BELLY WITH PROBIOTICS JUICE, HAPPY BELLY",2399570,0.4818181818181818,355.0,ml,25.0,0.0,6.76,0.0,0.0,3.94
8a459777,Amazon Brand - Happy Belly Frozen Broccoli,"Broccoli, frozen, cooked with oil",2709652,0.9,30.0,undetermined,53.0,3.0,5.18,3.02,2.9,1.42
b52bdb94,Amazon Fresh Seltzer Water,"FRESH BLENDS, ACAI AMAZON BERRY 100% FRUIT JUICE, ACAI AMAZON BERRY",2143744,0.5,240.0,ml,52.0,0.83,11.25,1.46,1.7,8.75
207e4032,Amazon Brand - Happy Belly Frozen California Blend,"HAPPY BELLY MIX, HAPPY BELLY",2548403,0.2222222222222222,30.0,GRM,533.0,10.0,53.33,40.0,6.7,23.33
ee8e2275,Amazon Fresh Beef Broth,"Soup, beef broth, cubed, dry",171561,0.9,1.0,undetermined,170.0,17.3,16.1,4.0,0.0,14.51
583c5b4b,Medium Hass Avocado,"MEDIUM AVOCADO SALSA, MEDIUM AVOCADO",2621820,0.8,30.0,MLT,83.0,0.0,3.33,8.33,0.0,3.33
e86e739d,Amazon Brand - Happy Belly Mixed Vegetables,"HAPPY BELLY MIX, HAPPY BELLY",2548403,0.25,30.0,GRM,533.0,10.0,53.33,40.0,6.7,23.33
48f76628,365 by Whole Foods Market Organic Carrots,"Carrots, raw",2709660,0.9,15.0,undetermined,44.0,0.87,9.68,0.24,2.9,4.75
0532348c,Amazon Brand - Happy Belly Green Peas,"ORGANIC HAPPY BELLY WITH PROBIOTICS JUICE, HAPPY BELLY",2399570,0.4818181818181818,355.0,ml,25.0,0.0,6.76,0.0,0.0,3.94
5d4871ae,Amazon Brand - Happy Belly Frozen Green Beans,"ORGANIC HAPPY BELLY WITH PROBIOTICS JUICE, HAPPY BELLY",2399570,0.4666666666666667,355.0,ml,25.0,0.0,6.76,0.0,0.0,3.94
f2b88bf2,Amazon Fresh Great Northern Beans,"GREAT NORTHERN BEANS, GREAT NORTHERN",2659473,0.3333333333333333,35.0,GRM,229.0,20.0,60.0,1.43,34.3,2.86
8606cec8,Cucumber,Cucumber and vegetable namasu,2709818,0.25,,undetermined,56.0,0.47,12.2,0.18,0.6,10.8
c745a23e,365 by Whole Foods Market Organic Black Beans,"365 EVERYDAY VALUE, ORGANIC, BLACK BEANS",2028040,0.5727272727272728,50.0,g,340.0,22.0,64.0,0.0,24.0,2.0
225c0b62,Green Cabbage,GREEN CABBAGE,2384822,1.0,85.0,g,24.0,1.18,5.88,0.0,2.4,3.53
5076beaa,Amazon Brand - Happy Belly Seltzer Water,"ORGANIC HAPPY BELLY WITH PROBIOTICS JUICE, HAPPY BELLY",2399570,0.4818181818181818,355.0,ml,25.0,0.0,6.76,0.0,0.0,3.94
6732fefe,Lime,"Lime juice, raw",168156,0.6333333333333333,1.0,undetermined,25.0,0.42,8.42,0.07,0.4,1.69
211fd724,Banana Bunch,"BANANA BUNCHES WITH ALMONDS CEREAL, BANANA BUNCHES WITH ALMONDS",2470743,0.4666666666666667,29.0,g,414.0,6.9,79.31,5.17,3.4,17.24
